Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector/Industry,Industry,Volume (90 Day Avg),Price Performance (52 Weeks),Total Return (5 Yr Annualized),Standard Deviation (5 Yr Annualized),P/E (Next Year's Estimate),Beta (5 Yr Annualized),Dividend Yield,Shares Outstanding,Institutional Ownership,Beta (10 Yr Annualized),Beta (1 Year Annualized)
GVA,Granite Construction Inc.,CS,40.75,$1.6B,Industrials,Construction & Engineering,0.24117,10.81303,11.42021,0.30589,21.90476,1.520074474,1.28459,39.383,90.3941,0.846732422,1.399682498
NE,Noble Corp plc,CS,13.26,$3.3B,Energy,Energy Equipment & Services,10.04474,-31.55758,-11.78043,0.35872,10.88509,1.520107184,4.44774,241.972,97.6505,1.169296121,1.807505033
ABB,ABB Ltd,DR,18.805,$41.4B,Industrials,Electrical Equipment,2.21065,-18.39231,2.36609,0.23262,17.64817,1.521205264,3.16288,2215.834,3.7937,1.487472549,1.185327775
NTAP,NetApp Inc,CS,30.66,$9.1B,Information Technology,"Technology Hardware, Storage & Peripherals",3.49386,-28.12646,-8.87548,0.29636,11.37509,1.521976362,2.34604,294.9,91.6009,1.438262188,1.13872278
REX,Rex American Resources Corp,CS,62.8501,$418.4M,Energy,"Oil, Gas & Consumable Fuels",0.14891,-10.98869,29.49396,0.48316,8.83056,1.523358686,,6.905,79.4736,1.213778914,1.722144369
KEY,KeyCorp,CS,13.11,$11B,Financials,Banks,12.19484,-2.66667,13.40669,0.21822,11.55673,1.523614291,2.28311,835.367,80.7852,0.943126018,0.892053058
AFAM,Almost Family Inc,CS,42.28,$418.1M,Health Care,Health Care Providers & Services,0.08548,53.09353,5.52267,0.39879,17.71857,1.526002039,,9.823,75.6074,1.019955379,0.298359239
STI,SunTrust Banks Inc.,CS,43.43,$22.2B,Financials,Banks,4.13415,9.70507,14.52605,0.24409,12.3496,1.526065442,2.20588,509.613,81.5002,1.3937838,0.99907825
DEPO,DepoMed Inc.,CS,19.44,$1.2B,Health Care,Pharmaceuticals,1.81583,21.53748,29.02452,0.5273,10.17112,1.526507033,,60.481,98.3388,1.529584766,0.50290051
CNO,CNO Financial Group Inc,CS,20.22,$3.8B,Financials,Insurance,1.44449,16.83968,29.50843,0.24567,13.29164,1.526667248,1.38203,185.961,94.2941,2.262496004,1.114754716
AGU,Agrium Inc.,CS,98.75,$13.4B,Materials,Chemicals,0.75294,-0.18511,5.7469,0.27504,12.62159,1.527463994,3.60602,138.169,72.5674,1.419233253,1.019444203
BCO,Brink's Co (The),CS,32.16,$1.6B,Industrials,Commercial Services & Supplies,0.30362,46.47567,6.37942,0.31077,16.11806,1.528204385,1.24185,48.886,99.9908,1.352005628,1.151893826
AMG,Affiliated Managers Group Inc.,CS,177.31,$9.5B,Financials,Capital Markets,0.44818,-13.03342,14.58462,0.21145,12.47822,1.529111433,,54.037,96.4898,1.932262823,1.30656123
CPE,Callon Petroleum Co/DE,CS,9.49,$624.4M,Energy,"Oil, Gas & Consumable Fuels",2.62099,56.21891,10.72531,0.59476,104.66667,1.529830259,,66.287,78.5412,2.109630548,1.631591613
SAIA,Saia Inc,CS,24.49,$624.4M,Industrials,Road & Rail,0.23101,-54.58867,19.25121,0.3718,12.10526,1.529936453,,25.136,94.3724,1.474577072,1.389169893
AVP,Avon Products Inc.,CS,3.45,$1.5B,Consumer Staples,Personal Products,10.25561,-64.46962,-32.53135,0.36098,10.74766,1.532869131,6.95652,435.398,99.604,1.480037195,1.388241946
AAON,AAON Inc,CS,24.71,$1.4B,Industrials,Building Products,0.15089,18.91253,28.2433,0.31346,27.84838,1.533165918,0.87475,54.093,63.5068,1.004950443,1.01992549
VG,Vonage Holdings Corp,CS,6.455,$1.4B,Telecommunication Services,Diversified Telecommunication Services,1.96245,90.40698,21.244,0.47121,21.16883,1.533928523,,213.564,78.5072,,0.880844134
H,Hyatt Hotels Corp,CS,49.29,$6.9B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.59296,-15.48695,3.52968,0.21875,33.79005,1.534692378,,138.826,94.7733,,1.056264276
JMP,JMP Group LLC,CS,6.18,$132.3M,Financials,Capital Markets,0.04741,-15.12181,0.74134,0.30976,7.45498,1.536101402,7.70465,21.229,24.9801,,1.014367241
AVHI,A V Homes Inc,CSRT,13.92,$312.6M,Financials,Real Estate Management & Development,0.05598,-6.73333,-6.037,0.43596,11.14741,1.536136025,,22.344,80.7464,1.127681421,0.154185228
DD,E. I. du Pont de Nemours and Co,CS,67.43,$58.8B,Materials,Chemicals,6.40262,-1.08679,11.83471,0.2622,20.49801,1.536579026,2.26561,876.407,68.5469,1.419464502,1.170325374
IOSP,Innospec Inc,CS,58.4,$1.4B,Materials,Chemicals,0.22583,32.35428,25.50443,0.35337,16.38928,1.537306181,1.06657,24.082,93.4288,2.009176446,0.482510528
ELP,Companhia Paranaense De Energia - Copel,DR,7.39,$981.1M,Utilities,Electric Utilities,0.58857,-46.12676,-17.21257,0.33493,7.4122,1.53753294,11.39464,128.244,10.0106,1.080941511,1.363961343
E,Eni SpA,DR,32.33,$58.4B,Energy,"Oil, Gas & Consumable Fuels",0.29041,-22.80952,1.26378,0.25679,20.04329,1.537708405,6.55566,1800.57,1.2718,1.075413749,1.248005717
KKD,Krispy Kreme Doughnuts Inc.,CS,14.13,$897.8M,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.64709,-30.42418,20.52919,0.48508,15.46841,1.538042412,,62.913,81.9057,1.653544182,0.872286939
FOR,Forestar Group Inc,CS,13.58,$454.5M,Financials,Real Estate Management & Development,0.23521,-18.50512,-6.1098,0.34126,28.10811,1.541068121,,33.616,96.6916,,0.830862971
EVRI,Everi Holdings Inc,CS,3.81,$236.8M,Information Technology,IT Services,0.61841,-50,7.76544,0.53691,5.26393,1.542614839,,65.957,95.4105,1.43116461,0.796729736
CYT,Cytec Industries Inc.,CS,74.855,$5.4B,Materials,Chemicals,1.01594,52.29955,25.87801,0.2697,20.2161,1.543987797,0.66809,71.554,84.3433,1.711571798,0.594861187
UTHR,United Therapeutics Corp,CS,152.63,$7B,Health Care,Biotechnology,0.68212,17.5583,19.7475,0.34296,12.54619,1.545550838,,45.629,85.0414,0.896849361,1.001171315
BHP,BHP Billiton Ltd,DR,26.68,$43.3B,Materials,Metals & Mining,3.38908,-48.59071,-11.39676,0.27675,41.27436,1.545987652,9.19199,1605.846,1.8811,1.426864317,1.762771706
IPAR,Inter Parfums Inc,CS,26.66,$875.3M,Consumer Staples,Personal Products,0.08776,9.58851,11.14743,0.34301,24.54386,1.546015991,1.84201,31.006,53.9192,1.672329311,1.000721582
EMC,EMC Corp,CS,25.35,$49.2B,Information Technology,"Technology Hardware, Storage & Peripherals",19.43885,-15.44607,4.01951,0.25216,12.85425,1.547158408,1.81102,1938.837,80.8104,1.125248345,1.438289443
UHAL,Amerco,CS,405.4,$8.5B,Industrials,Road & Rail,0.04897,59.87745,37.16739,0.28073,15.58582,1.548137123,,19.608,26.3853,1.187853798,0.837493714
CPLP,Capital Product Partners LP,UT,6.31,$832.7M,Energy,"Oil, Gas & Consumable Fuels",0.37188,-23.09582,4.90066,0.34349,11.29964,1.548800095,15.23962,133.024,40.4336,,0.389374485
CGI,Celadon Group Inc,CS,13.9,$384.1M,Industrials,Road & Rail,0.2509,-37.31818,0.9552,0.33076,7.5399,1.54954298,0.58013,27.852,90.1606,1.310648204,0.766052975
ASB,Associated Banc-Corp,CS,20.5,$3.1B,Financials,Banks,0.89426,8.44773,11.82955,0.23821,15.68702,1.549974011,2.14216,150.328,80.0833,0.749220834,0.779686879
REXMY,Rexam PLC,DR,43.483,$6B,Materials,Containers & Packaging,0.01808,18.3532,15.48813,0.26355,76.71378,1.550335215,3.24489,141.027,0.9809,1.109140146,1.264482739
N,NetSuite Inc,CS,85.37,$6.8B,Information Technology,Software,0.44089,-18.65113,26.99416,0.35177,239.85994,1.550885739,,79.489,52.4888,,0.970265059
YZC,Yanzhou Coal Mining Co Ltd,DR,4.58,$910.7M,Energy,"Oil, Gas & Consumable Fuels",0.05547,-45.48652,-27.96383,0.41309,53.95349,1.551034916,0.69357,195.84,99.9,2.066337099,1.996991534
TREC,Trecora Resources,CS,14.43,$354.2M,Materials,Chemicals,0.03769,11.64225,34.74423,0.44149,12.73527,1.551522134,,24.459,34.7659,2.285986155,1.229566617
PRFT,Perficient Inc,CS,17.48,$617.8M,Information Technology,IT Services,0.12785,-1.01868,8.57786,0.35599,12.32394,1.552218665,,35.322,77.0031,1.695911224,1.02512436
TIVO,TiVo Inc,CS,8.99,$902.5M,Information Technology,Software,1.31339,-22.78057,1.97763,0.31563,18.81633,1.552461057,,97.887,83.5989,1.38022159,0.790733916
GLW,Corning Inc,CS,18.73,$22.2B,Information Technology,Electronic Equipment Instruments & Components,11.40963,-10.96346,2.92242,0.26386,12.83174,1.553198175,2.55864,1182.984,78.1243,1.428827493,1.087997178
SHOR,ShoreTel Inc,CS,10.26,$674.3M,Information Technology,Communications Equipment,0.44822,34.02868,8.05069,0.43351,43.4188,1.556907467,,65.592,88.5127,,1.005181983
FHN,First Horizon National Corp,CS,14.87,$3.5B,Financials,Banks,2.09838,16.69279,13.80743,0.25958,15.85729,1.55783545,1.61182,234.237,81.13,0.881023853,0.784303349
UVE,Universal Insurance Holdings,CS,19.67,$720.2M,Financials,Insurance,0.91097,3.41246,40.83181,,6.89109,1.558643272,2.37271,35.6,65.3957,2.546902652,0.721734399
MOV,Movado Group Inc,CS,26.75,$640.9M,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",0.21758,-0.3937,19.70902,0.45763,11.72624,1.559273386,1.58103,23.029,92.126,1.600642169,0.759409056
DOW,Dow Chemical Co (The),CS,52.17,$60.3B,Materials,Chemicals,13.05264,6.86254,14.392,0.26462,14.7836,1.560668284,3.23015,1158.615,76.8073,2.015997954,1.429662016
CNQ,Canadian Natural Resources Ltd,CS,24.2,$26.4B,Energy,"Oil, Gas & Consumable Fuels",4.85736,-34.46404,-7.65747,0.2958,57.45374,1.561172006,2.84899,1094.408,68.8403,1.584108785,1.779954186
CYNO,Cynosure Inc,CS,42.06,$946.1M,Health Care,Health Care Equipment & Supplies,0.23368,50.28881,33.08903,0.38118,27.9892,1.561280205,,22.726,96.7888,,0.828142658
CEL,Cellcom Israel Ltd,CS,7.11,$731.4M,Telecommunication Services,Wireless Telecommunication Services,0.06985,-19.75717,-23.86005,0.51836,12.99539,1.561338854,,100.599,8.8698,,1.308868757
CATY,Cathay General Bancorp,CS,34.32,$2.8B,Financials,Banks,0.55918,32.66718,21.02665,0.25015,16.3753,1.562711295,2.08575,81.003,68.2164,1.080523464,0.801864163
SCMP,Sucampo Pharmaceuticals Inc,CS,17.14,$825.7M,Health Care,Pharmaceuticals,0.9742,52.72422,40.31391,0.61495,17.16319,1.562924145,,45.317,52.1734,,0.932949058
KBR,KBR Inc,CS,19.45,$2.8B,Industrials,Construction & Engineering,1.55326,2.10859,-5.92598,0.32675,14.35878,1.563164517,1.65204,144.263,97.0944,,1.591539507
OKSB,Southwest Bancorp Inc,CS,18.5,$368.4M,Financials,Banks,0.0452,3.91823,12.6699,0.37648,16.58943,1.563453265,1.31148,20.133,77.8166,1.018135804,0.604290471
ASEI,American Science and Engineering Inc.,CS,43.62,$311.9M,Industrials,Aerospace & Defense,0.05679,-10.76481,-8.85814,0.29843,36.58824,1.563587004,4.59559,7.167,79.7063,0.652226844,1.297340327
ANF,Abercrombie & Fitch Co.,CS,25.57,$1.8B,Consumer Discretionary,Specialty Retail,3.0833,-8.90177,-9.32923,0.46372,23.42982,1.564233057,2.99513,68.982,96.1412,1.601437247,0.799076666
EV,Eaton Vance Corp.,CS,35.93,$4.2B,Financials,Capital Markets,0.76309,-13.18497,-1.75211,0.23774,13.36674,1.564242685,2.92172,116.429,72.0223,1.655794865,1.194349861
MTX,Minerals Technologies Inc.,CS,61.53,$2.1B,Materials,Chemicals,0.24416,-20.51215,14.86759,0.28815,13.20865,1.564618897,0.33041,34.749,96.2519,1.23548202,1.869336167
WIBC,Wilshire Bancorp Inc,CS,12.34,$961.3M,Financials,Banks,0.47435,23.53535,12.44979,0.38848,14.76421,1.564953307,1.96239,78.599,71.4033,1.252051741,0.732851856
NX,Quanex Building Products Corp,CS,18.61,$624.1M,Industrials,Building Products,0.20841,-8.45771,2.49264,0.31547,20.31974,1.566518079,0.86957,33.917,92.8189,,1.129645294
AIG,American International Group Inc,CS,63.58,$78.8B,Financials,Insurance,8.43554,16.60868,19.34985,0.3031,12.2669,1.566595615,1.75879,1237.013,85.5385,3.008062488,1.045607685
WBK,Westpac Banking Corp,DR,23.24,$74.5B,Financials,Banks,0.27968,-18.72907,8.88365,0.28618,12.01047,1.566935288,5.97459,3248.43,0.4983,1.44648634,1.314654122
MDCA,MDC Partners Inc,CS,21.55,$1.1B,Consumer Discretionary,Media,0.51137,-4.42039,23.01725,0.40123,24.66822,1.568659918,3.96413,50.798,93.7642,1.440419099,1.058899554
WILN,Wi-LAN Inc,CS,1.14,$131.6M,Information Technology,Communications Equipment,0.09059,-67.06949,-21.94722,0.48263,2.56595,1.56895895,14.4083,120.748,13.5525,1.178858595,1.005977467
MIFI,Novatel Wireless Inc,CS,1.84,$96.6M,Information Technology,Communications Equipment,0.38306,-42.67913,-28.35883,0.73706,62.33333,1.569641465,,52.48,23.5145,1.365624655,1.525351032
CRH,CRH PLC,DR,29.33,$24.3B,Materials,Construction Materials,0.35779,26.28205,13.53835,0.25826,16.50838,1.570149607,2.33295,822.789,6.2844,1.164642471,1.670332292
OPK,OPKO Health Inc,CS,10.92,$6B,Health Care,Biotechnology,5.70041,31.1828,28.20608,0.44942,410.74074,1.571580204,,545.012,22.2161,1.327202393,1.065797712
RAX,Rackspace Hosting Inc,CS,28.62,$3.7B,Information Technology,Internet Software & Services,2.65484,-39.63827,-0.56084,0.44863,27.27542,1.572189308,,134.695,81.3745,,1.178909174
FEIC,FEI Co.,CS,80.01,$3.3B,Information Technology,Electronic Equipment Instruments & Components,0.26702,-6.676,28.53149,0.31012,20.24764,1.572212612,1.50075,40.856,98.7084,1.258898598,0.845269595
CYH,Community Health Systems Inc,CS,28.96,$3.5B,Health Care,Health Care Providers & Services,2.43135,-37.63486,-1.59791,0.43637,7.6911,1.572876143,,118.188,93.2043,1.413445767,0.429479751
SCSS,Select Comfort Corp,CS,23.62,$1.2B,Consumer Discretionary,Specialty Retail,0.86125,-7.14286,21.98053,0.45275,15.36585,1.573232659,,50.646,99.3237,3.172797711,0.894826129
GWR,Genesee & Wyoming Inc.,CS,69.29,$4.1B,Industrials,Road & Rail,0.73205,-30.16156,8.29239,0.28205,16.29595,1.573620175,,57.689,97.4037,1.332670872,1.493125751
IIIN,Insteel Industries,CS,24.36,$463.2M,Industrials,Building Products,0.07188,10.48458,20.97616,0.39576,12.2657,1.573683876,0.47847,18.467,73.0525,1.291721081,1.151385512
CSL,Carlisle Companies Inc,CS,88.41,$5.8B,Industrials,Industrial Conglomerates,0.50942,-0.08949,20.80792,0.2464,16.78001,1.574809182,1.34348,65.005,88.6923,1.063284356,0.625863615
RDSMY,Koninklijke DSM NV,DR,12.76,--,--,--,,-23.34537,4.90982,0.26486,17.09333,1.576696479,3.58085,699.6,0.0154,1.630934671,0.939646264
PUBGY,Publicis Groupe SA,DR,15.68,$13.1B,Consumer Discretionary,Media,0.05541,-13.28556,8.25261,0.23516,11.26277,1.577595494,2.11776,825.542,0.013,1.343529718,0.902568108
CAT,Caterpillar Inc,CS,72.65,$41.5B,Industrials,Machinery,7.39543,-32.67795,-0.7719,0.27479,19.34253,1.578134027,4.32463,582.234,67.8416,1.675761274,1.446756535
UHS,Universal Health Services Inc.,CS,121.52,$12.3B,Health Care,Health Care Providers & Services,0.82334,19.79808,25.63649,0.26446,16.80696,1.579511543,0.32105,98.473,92.1315,1.226916624,0.467642887
BBL,BHP Billiton PLC,DR,24.25,$25.9B,Materials,Metals & Mining,1.62835,-49.01339,-10.12289,0.29399,24.08491,1.579986246,10.0854,1056.036,0.7169,1.454972926,1.961341395
FUL,H.B. Fuller Co.,CS,39.8,$2B,Materials,Chemicals,0.3212,-6.40151,14.84696,0.27401,14.56346,1.580425466,1.30752,50.561,92.9156,1.460432849,1.318104015
TAHO,Tahoe Resources Inc,CS,8.81,$2B,Materials,Metals & Mining,1.23349,-48.55658,-3.94946,0.5066,14.70297,1.58375749,2.6936,227.24,57.6178,,0.724786816
RBC,Regal Beloit Corp,CS,64.46,$2.9B,Industrials,Electrical Equipment,0.29323,-12.79038,2.85004,0.26556,11.30211,1.584140641,1.44155,44.661,98.6418,1.345015335,1.323197354
SHO,Sunstone Hotel Investors Inc,CSRT,14.68,$3B,Financials,Real Estate Investment Trusts (REITs),2.06156,-8.8015,9.54018,0.26617,23.89439,1.586928137,1.36893,208.591,97.0461,2.459829681,0.859722475
TKPPY,Technip SA,DR,12.982,$6.1B,Energy,Energy Equipment & Services,0.13068,-25.01438,-6.52544,0.30864,9.2963,1.586951927,4.20936,464.972,0.069,1.673634033,1.170162894
CIG,Companhia Energetica de Minas Gerais CEMIG,DR,1.72,$1.6B,Utilities,Electric Utilities,3.83072,-66.84492,-15.96415,0.3911,2.60695,1.587477619,11.32457,837.516,22.0414,0.977236852,1.111152083
PHG,Koninklijke Philips NV,DR,27.23,$25.1B,Industrials,Industrial Conglomerates,1.42959,-7.7729,4.86097,0.26786,18.17444,1.587608732,3.27211,921.181,4.9377,1.413863075,1.118598895
NP,Neenah Paper Inc,CS,66.41,$1.1B,Materials,Paper & Forest Products,0.08461,16.28149,32.38886,0.29814,16.09524,1.588020241,1.79319,16.745,87.4455,1.715590112,0.59039407
KB,KB Financial Group,DR,30.22,$11.8B,Financials,Banks,0.16272,-16.32821,-7.02356,0.29268,8.01047,1.588203819,,386.352,7.8893,1.884567258,0.904969779
TEF,Telefonica SA,DR,12.27,$59.2B,Telecommunication Services,Diversified Telecommunication Services,1.59429,-21.44259,-3.72763,0.29781,19.07668,1.589057277,6.12999,4827.135,1.6383,1.085427507,0.909824036
AJRD,Aerojet Rocketdyne Holdings Inc,CS,17.53,$1.1B,Industrials,Aerospace & Defense,0.34806,2.06612,27.60709,0.34868,18.95991,1.590208624,,64.2,98.2219,1.670957144,1.530447048
TX,Ternium SA,DR,14.21,$2.9B,Materials,Metals & Mining,0.26084,-33.06903,-13.26976,0.35773,7.00495,1.592420539,6.27178,200.474,16.9904,,1.821135636
CPL,CPFL Energia SA,DR,8.15,$4.2B,Utilities,Electric Utilities,0.42476,-44.24971,-14.79554,0.29386,16.49057,1.593420526,,496.507,3.1773,0.974854406,1.354003289
CAVM,Cavium Inc,CS,67.11,$3.7B,Information Technology,Semiconductors & Semiconductor Equipment,0.77167,16.14152,12.44123,0.35279,38.22711,1.594895712,,55.927,96.1239,,0.970120096
AFL,AFLAC Inc,CS,65.24,$27.9B,Financials,Insurance,2.26871,9.41689,7.57775,0.23933,10.18779,1.595421067,2.51149,426.739,59.6316,1.666882847,1.073978347
GRA,Grace (W R) & Co.,CS,98.24,$6.9B,Materials,Chemicals,0.53481,1.33292,23.72929,0.26933,18.27387,1.597860059,,70.638,85.7785,2.25227378,0.98809598
NOK,Nokia Corp,DR,7.22,$28.2B,Information Technology,Communications Equipment,10.78681,-12.21001,-1.08921,0.50742,19.80874,1.598160733,2.1685,3928.05,5.7308,1.585719989,1.214836976
SLB,Schlumberger Ltd,CS,77.15,$97.3B,Energy,Energy Equipment & Services,9.21011,-16.67924,1.94993,0.28029,28.31564,1.598375012,2.58632,1258.117,68.8783,1.356322807,1.089284723
SMSI,Smith Micro Software Inc,CS,0.752,$36.4M,Information Technology,Software,0.10128,-23.32039,-44.0538,0.78391,55.38462,1.599422035,,46.094,21.0792,1.841037724,0.247670343
CRESY,Cresud Sa Comercial Industrial Financiera Y Agrope,DR,11.02,$552.8M,Financials,Real Estate Management & Development,0.1047,-9.48821,-7.79866,0.39474,119.78022,1.599567142,,50.713,26.818,1.483329416,1.781548314
XXIA,Ixia,CS,13.06,$1.1B,Information Technology,Communications Equipment,0.54077,26.65388,-3.72366,0.42827,18.529,1.600147941,,80.085,64.5456,1.133107463,0.594665261
B,Barnes Group Inc,CS,38.5,$2.1B,Industrials,Machinery,0.2782,4.42645,16.87299,0.26244,14.92462,1.600685637,1.24063,54.901,86.4412,1.932346671,1.091791061
ORN,Orion Marine Group Inc,CS,4.31,$106.9M,Industrials,Construction & Engineering,0.19963,-65.76419,-22.11748,0.38517,8.09917,1.600730053,,27.281,91.8546,,0.895591675
POZN,Pozen Inc,CS,7.59,$238.6M,Health Care,Pharmaceuticals,0.55617,-19.11111,5.98122,0.60388,117.83333,1.601717939,,32.778,67.624,1.575538671,0.7633093
HWCC,Houston Wire & Cable Co,CS,6.22,$99.1M,Industrials,Trading Companies & Distributors,0.10367,-54.8855,-8.83302,0.30977,18.6262,1.601769517,4.06091,16.764,80.2629,,0.758201634
BEN,Franklin Resources Inc,CS,41.92,$25B,Financials,Capital Markets,3.78464,-26.46031,3.86832,0.2264,12.85275,1.603076884,1.443,601.489,49.5116,1.509845169,1.288848361
THRX,Theravance Inc,CS,9.25,$1.1B,Health Care,Pharmaceuticals,0.9351,-40.45902,-11.33384,0.5775,30.1,1.603127763,11.01322,117.426,84.5655,1.634006092,0.722841939
NMM,Navios Maritime Partners LP,UT,3.565,$302.6M,Industrials,Marine,0.69331,-73.78855,-19.44504,0.42029,6.32727,1.604199753,23.80952,84.775,16.0131,,1.931600974
PRIM,Primoris Services Corp,CS,23.08,$1.2B,Industrials,Construction & Engineering,0.26443,-15.50841,22.7155,0.35968,16.63067,1.605480991,0.95238,51.676,75.9142,,1.50452137
HGR,Hanger Inc,CS,15.55,--,Health Care,Health Care Providers & Services,,-25.96198,-3.59684,0.3742,8.5914,1.605951846,,35.291,83.5727,0.616689376,1.214899655
PBH,Prestige Brands Holdings Inc,CS,50.86,$2.9B,Health Care,Pharmaceuticals,0.27957,62.58626,35.25863,0.34047,23.33333,1.609633601,,52.747,99.491,1.538504913,1.03389638
APOL,Apollo Education Group Inc,CS,7.07,$749.1M,Consumer Discretionary,Diversified Consumer Services,1.69717,-77.9515,-27.48421,0.46408,12.01695,1.609838589,,108.404,86.0424,0.582003726,1.062255324
CTCT,Constant Contact Inc,CS,31.29,$997.3M,Information Technology,Internet Software & Services,0.56491,-6.57895,4.75072,0.4523,20.23331,1.611401394,,31.925,88.6179,,1.309168794
SHLM,Schulman (A.) Inc,CS,34.6,$1B,Materials,Chemicals,0.18744,-10.60762,14.99189,0.31796,10.43427,1.611809131,2.36175,29.296,89.5491,1.202238707,1.252618976
BKMU,Bank Mutual Corp,CS,7.71,$354.8M,Financials,Thrifts & Mortgage Finance,0.10079,21.30638,13.20471,0.31123,24.83766,1.611861774,2.5641,45.487,53.1488,0.950817933,0.807012757
LFL,LATAM Airlines Group SA,DR,5.545,$3B,Industrials,Airlines,0.55506,-52.31164,-28.71742,0.34668,59.69072,1.612487495,,545.548,3.2623,1.032661934,1.821431302
WF,Woori Bank,DR,24.69,$5.7B,Financials,Banks,0.00728,-15.87354,-8.31572,0.32905,5.69556,1.612863791,2.52513,224.331,0.0726,2.017834972,1.372936526
VRTS,Virtus Investment Partners Inc,CS,136.24,$1.2B,Financials,Capital Markets,0.11212,-12.18027,26.08975,0.42961,16.27534,1.613928071,1.31396,8.668,77.211,,1.163318056
SCHW,Schwab (Charles) Corp,CS,33.71,$44.4B,Financials,Capital Markets,10.06585,19.22261,19.0168,0.26414,25.27382,1.613935596,0.71132,1316.523,78.1053,1.351096007,1.214977241
BKS,Barnes & Noble Inc,CS,12.79,$1B,Consumer Discretionary,Specialty Retail,1.2361,-14.12214,4.26862,0.7009,17.35799,1.614390215,4.56621,76.264,73.4018,1.359723447,0.736369809
AKAM,Akamai Technologies Inc,CS,57.6,$10.3B,Information Technology,Internet Software & Services,2.16961,-9.82713,2.35845,0.37139,21.4026,1.616033586,,177.939,87.9926,1.007119603,1.370561003
MOD,Modine Manufacturing Co,CS,9.37,$444M,Consumer Discretionary,Auto Components,0.18176,-25.22303,-8.45464,0.34812,10.56497,1.616543282,,48.16,84.2826,3.076154902,1.069444331
DVN,Devon Energy Corp,CS,46.01,$18.4B,Energy,"Oil, Gas & Consumable Fuels",5.15807,-29.91253,-7.50623,0.284,70.77287,1.61671985,2.13951,411,78.3565,1.183773176,1.706499033
FIX,Comfort Systems USA Inc.,CS,31.72,$1.2B,Industrials,Construction & Engineering,0.41754,115.70193,25.27521,0.33325,21.9357,1.617839571,0.80197,37.449,97.2284,1.34722904,0.587129908
EWBC,East West Bancorp Inc.,CS,43.36,$6.2B,Financials,Banks,1.05157,16.04872,22.65406,0.23937,15.22504,1.617887674,1.84544,143.901,85.7794,1.33379097,0.965139336
CRD/B,Crawford & Co,CL,5.99,$146.9M,Financials,Insurance,0.03607,-34.25414,15.85451,0.55228,8.12329,1.617962545,3.36134,24.69,36.6143,0.749494595,1.380607869
TER,Teradyne Inc.,CS,20.79,$4.2B,Information Technology,Semiconductors & Semiconductor Equipment,2.35035,3.2032,10.79978,0.30556,14.41486,1.618531384,1.16392,205.517,93.9907,1.713982069,1.298086153
BRGYY,BG Group PLC,DR,15.38,$52.7B,Energy,"Oil, Gas & Consumable Fuels",0.43824,-6.66263,-15.6533,0.34478,31.10204,1.620132488,1.86567,3417.861,0.088,0.921113343,1.970836276
MERC,Mercer International Inc,CS,10.64,$698.6M,Materials,Paper & Forest Products,0.22088,-22.25413,9.71505,0.50252,8.67094,1.622220708,4.24746,64.502,84.6604,2.703663683,1.137749591
LMNR,Limoneira Co,CS,17.08,$248.2M,Consumer Staples,Food Products,0.04624,-30.96267,-4.39795,0.34858,30.45208,1.623697851,1.02447,14.129,27.7812,0.957672919,0.437945248
ITRI,Itron Inc,CS,35.95,$1.4B,Information Technology,Electronic Equipment Instruments & Components,0.3696,-11.3082,-9.27842,0.30862,16.61238,1.624737158,,37.898,96.128,1.540828904,1.001036675
SRDX,SurModics Inc,CS,21.07,$281.7M,Health Care,Health Care Equipment & Supplies,0.05895,1.63322,18.862,0.37294,23.75136,1.625383028,,12.932,90.2091,1.067756182,-0.105228502
WAL,Western Alliance Bancorporation,CS,38.79,$3.9B,Financials,Banks,0.68485,43.02153,44.29247,0.27175,16.59345,1.627047579,,102.307,78.0843,1.301368572,1.056595641
BRS,Bristow Group Inc,CS,30.55,$1B,Energy,Energy Equipment & Services,0.74666,-56.01648,-5.26115,0.35085,11.81887,1.627266617,4.5485,34.942,96.2264,1.427494545,1.67890838
AER,AerCap Holdings NV,CS,45.33,$8.7B,Industrials,Trading Companies & Distributors,2.41751,-0.56205,27.05217,0.44553,7.26005,1.627730663,,197.533,97.3244,,1.385426422
PH,Parker-Hannifin Corp,CS,104.67,$14.1B,Industrials,Machinery,1.66271,-21.25446,6.94055,0.25175,14.98195,1.627967617,2.43009,135.98,88.8599,1.474440987,1.277852402
MGA,Magna International Inc.,CS,45.44,$18.1B,Consumer Discretionary,Auto Components,1.71679,-16.09099,15.20619,0.30719,8.56245,1.629070406,1.96341,404.38,65.9291,1.401590918,1.271947455
DHX,DHI Group Inc,CS,9.31,$488.7M,Information Technology,Internet Software & Services,0.28503,-15.40565,-3.94711,0.43544,18.1323,1.629102253,,52.661,89.449,,0.871311689
SSP,Scripps (E.W.) Co. (The),CS,21.93,$1.8B,Consumer Discretionary,Media,0.41809,30.00466,22.10466,0.35716,14.65506,1.629860901,,83.87,80.9352,2.340961027,1.317446907
SINA,Sina Corp,CS,50.57,$2.9B,Information Technology,Internet Software & Services,1.0627,29.71204,-4.32533,0.53377,32.79285,1.630969717,,58.331,56.6325,1.379369046,1.027966839
