Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector/Industry,Industry,Volume (90 Day Avg),Price Performance (52 Weeks),Total Return (5 Yr Annualized),Standard Deviation (5 Yr Annualized),P/E (Next Year's Estimate),Beta (5 Yr Annualized),Dividend Yield,Shares Outstanding,Institutional Ownership,Beta (10 Yr Annualized),Beta (1 Year Annualized)
TCP,TC PipeLines LP,UT,49.46,$3.2B,Energy,"Oil, Gas & Consumable Fuels",0.16209,-31.62759,7.75357,0.21345,16.47544,0.650290971,7.18176,64.179,55.7908,0.513902672,0.755369398
TOWN,Townebank,CS,22.42,$674.8M,Financials,Banks,0.10895,53.02927,11.72,0.18354,16.98859,0.650682935,2.13523,30.02,28.8713,0.796106819,0.727589487
FMX,Fomento Economico Mexican SAB de CV,DR,96.42,$21.2B,Consumer Staples,Beverages,0.40247,0.16368,13.69017,0.18381,25.78615,0.651025088,1.40112,216.118,4.9055,1.044658487,1.334314449
MCS,Marcus Corp (The),CS,19.89,$553.6M,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.06765,21.07488,13.49179,0.25189,17.30868,0.65258909,2.09476,27.612,81.9557,1.263407096,1.077594458
COL,Rockwell Collins Inc.,CS,92.71,$12.3B,Industrials,Aerospace & Defense,0.8125,9.83664,12.5357,0.17097,15.91079,0.65576165,1.41237,131.445,74.9214,1.106362466,0.966406343
FN,Fabrinet,CS,23.94,$839.9M,Information Technology,Electronic Equipment Instruments & Components,0.24335,38.05882,6.48795,0.48911,11.3012,0.65625092,,35.784,86.7449,,0.905122215
IBKR,Interactive Brokers Group Inc,CS,43.36,$17.7B,Financials,Capital Markets,0.64655,59.36357,25.57018,0.21492,27.37437,0.656470625,0.91806,406.967,79.4602,,0.81794884
TMP,Tompkins Financial Corp,CS,62.82,$908.5M,Financials,Banks,0.02597,21.89124,13.30359,0.16882,16.51075,0.656803045,2.88667,14.901,41.2036,0.505265741,0.717664509
LUV,Southwest Airlines Co.,CS,45.88,$29.8B,Industrials,Airlines,7.24657,9.5648,28.29025,0.27605,11.26352,0.657198572,0.65474,650.355,77.7074,1.0055504,0.75071933
MG,Mistras Group Inc,CS,21.49,$607.8M,Industrials,Professional Services,0.12374,21.17376,12.07515,0.41054,25.04717,0.657433493,,28.861,55.4356,,1.824379009
SJM,J.M. Smucker Co (The),CS,121.2,$14.8B,Consumer Staples,Food Products,1.0708,21.88273,17.10642,0.16255,19.17044,0.657634792,2.17427,119.677,74.9716,0.647653589,0.738040162
NVS,Novartis AG,DR,85.245,$203.4B,Health Care,Pharmaceuticals,1.79587,-10.17162,13.39848,0.14982,16.13176,0.659605979,3.10572,2369.426,9.7341,0.575635333,0.698734472
MMP,Magellan Midstream Partners LP,UT,62.55,$14.5B,Energy,"Oil, Gas & Consumable Fuels",0.88043,-27.01493,22.80726,0.17816,17.25793,0.660311934,4.79786,227.427,63.0167,0.426479622,1.10580125
VOD,Vodafone Group PLC,DR,33.57,$89.8B,Telecommunication Services,Wireless Telecommunication Services,3.92281,-5.16129,2.98481,0.20213,42.9172,0.660534523,5.16828,2655.28,9.0623,0.745709411,1.084289233
BXP,Boston Properties Inc,CSRT,125.03,$19.3B,Financials,Real Estate Investment Trusts (REITs),0.84273,0.71874,11.95783,0.16605,50.79532,0.660692557,2.06644,153.576,95.7157,1.204243976,0.735387327
TWO,Two Harbors Investment Corp,CSRT,8.5,$3.1B,Financials,Real Estate Investment Trusts (REITs),2.68482,-18.95238,11.93483,0.17145,8.76416,0.663473141,12.22092,364.055,71.2291,,0.371937693
NYMT,New York Mortgage Trust Inc,CSRT,5.8,$646.6M,Financials,Real Estate Investment Trusts (REITs),1.25875,-26.401,13.21338,0.18878,6.40969,0.663514975,16.24365,109.402,30.3145,0.964876963,0.472613929
OLBK,Old Line Bancshares Inc,CS,17.51,$186.3M,Financials,Banks,0.00862,15.09434,18.22255,0.187,14.64404,0.664655417,1.13058,10.534,42.3982,0.588676723,0.191051622
TLK,PT Telekomunikasi Indonesia (Persero) TBK,DR,42.5,$20.9B,Telecommunication Services,Diversified Telecommunication Services,0.18687,-7.61318,7.65189,0.23246,18.5177,0.664678609,2.65007,490.879,8.1411,0.982843021,1.052580124
CSBK,Clifton Bancorp Inc,CS,14.85,$380.2M,Financials,Thrifts & Mortgage Finance,0.07932,15.67479,10.23878,0.18372,59,0.664720704,1.62162,25.692,62.0719,0.521670693,0.156110172
CEVA,Ceva Inc,CS,25.37,$519.5M,Information Technology,Semiconductors & Semiconductor Equipment,0.1458,45.28302,2.07517,0.36757,32.47396,0.668247491,,20.443,91.6106,0.882569638,1.066387236
UA,Under Armour Inc,CS,86.22,$19.4B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",3.21191,23.71362,44.96628,0.3058,65.9897,0.668870519,,215.816,76.0479,,0.552905926
AMGN,Amgen Inc,CS,161.27,$123.3B,Health Care,Biotechnology,3.99885,-0.72851,27.18684,0.20601,15.42333,0.671884273,1.93249,754.328,79.5608,0.537008027,1.535380006
BBBY,Bed Bath & Beyond Inc.,CS,54.52,$9.3B,Consumer Discretionary,Specialty Retail,2.2408,-23.6291,4.68891,0.23223,10.12235,0.67264266,,166.892,98.3353,1.042026024,0.489089218
BIG,Big Lots Inc,CS,44.99,$2.3B,Consumer Discretionary,Multiline Retail,0.96562,-6.73228,9.58883,0.34171,13.47404,0.672872058,1.60405,49.567,94.5679,0.951670518,0.212130931
V,Visa Inc,CS,79.08,$194B,Information Technology,IT Services,9.01048,23.69185,34.9231,0.17107,23.69267,0.673140142,0.7014,2429.472,91.8947,,0.879386468
EXPO,Exponent Inc,CS,51.63,$1.3B,Industrials,Professional Services,0.11367,33.59846,26.80248,0.20699,31.56995,0.673742657,1.1523,25.747,91.3353,0.632485749,0.99384673
PENN,Penn National Gaming Inc,CS,15.96,$1.3B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.98899,15.91896,-1.77978,0.26619,17.87946,0.675678116,,80.186,99.8163,1.29603553,0.519786299
MKTX,MarketAxess Holdings Inc,CS,106.78,$4B,Financials,Diversified Financial Services,0.28592,65.96269,44.68009,0.24465,37.15387,0.67599226,0.74308,37.292,96.0166,0.914615279,0.293640782
MNRO,Monro Muffler Brake Inc,CS,74.04,$2.4B,Consumer Discretionary,Specialty Retail,0.18204,39.73953,19.36732,0.24251,29.55923,0.676702584,0.79883,31.977,92.5318,0.551888874,0.87565845
CPT,Camden Property Trust,CSRT,76.38,$6.8B,Financials,Real Estate Investment Trusts (REITs),0.70592,1.22428,12.45695,0.19482,39.07935,0.677639765,3.60268,86.861,98.8862,1.330794262,0.621999231
NGS,Natural Gas Services Group Inc.,CS,23.16,$295.3M,Energy,Energy Equipment & Services,0.04473,-5.85128,7.55238,0.30385,30.49531,0.67793281,,12.746,90.7876,1.280736515,0.945804575
CRI,Carter's Inc.,CS,86.23,$4.6B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",0.72678,6.42952,23.45531,0.25617,17.11427,0.678205092,0.99368,51.99,94.3265,0.741631287,0.458529844
IEC,IEC Electronics Corp,CS,3.5316,$36M,Information Technology,Electronic Equipment Instruments & Components,0.01066,-34.51078,-10.50889,0.37578,13.84314,0.678283115,,10.188,14.7329,1.084791225,-0.191163966
EA,Electronic Arts Inc.,CS,67.79,$21.4B,Information Technology,Software,3.50332,57.69231,35.62586,0.34954,19.46863,0.678940575,,310.808,96.359,1.191957081,0.890913866
GAIN,Gladstone Investment Corp,CS,7.82,$234M,Financials,Capital Markets,0.14407,5.78463,9.08548,0.17517,10.30544,0.679485062,9.70246,30.271,25.6394,0.826540831,0.55070211
ECL,Ecolab Inc.,CS,119.17,$35.1B,Materials,Chemicals,1.35002,9.14181,21.06045,0.1603,23.82306,0.679905059,1.11008,295.304,76.8434,0.697610788,1.096375179
SBAC,SBA Communications Corp,CS,105.16,$13.4B,Telecommunication Services,Wireless Telecommunication Services,1.12811,-12.55856,22.35908,0.18889,207.79297,0.68128864,,126.151,95.0529,0.87898077,0.820237629
PPC,Pilgrim's Pride Corp,CS,21.53,$5.4B,Consumer Staples,Food Products,1.7157,-22.22114,29.49149,0.44302,10.53,0.681308047,,255.145,37.4486,,1.35355911
CTHR,Charles & Colvard Ltd,CS,1.27,$26.9M,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",0.03282,-20.84472,-10.18066,0.58759,20.33333,0.681569273,,21.112,20.1449,0.939475352,0.408347289
MCRI,Monarch Casino & Resort Inc,CS,22.42,$382.1M,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.05109,34.0882,13.34004,0.37751,20.05352,0.684266677,,16.981,54.361,1.494839778,0.758812589
DSGX,Descartes Systems Group Inc (The),CS,19.97,$1.5B,Information Technology,Software,0.03953,30.60686,23.84246,0.19796,52.74725,0.685326024,,75.76,88.2686,1.086924893,0.133922643
EW,Edwards Lifesciences Corp,CS,163,$17.8B,Health Care,Health Care Equipment & Supplies,1.12931,27.84144,20.15176,0.29461,34.50784,0.686722867,,107.855,85.0251,0.499934601,0.891532751
CBRL,Cracker Barrel Old Country Store Inc,CS,125.92,$3.1B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.36928,4.43162,22.7271,0.20633,16.55294,0.687068377,3.41112,23.938,89.5376,0.910632698,0.209959014
SJI,South Jersey Industries Inc.,CS,22.94,$1.6B,Utilities,Gas Utilities,0.36206,-18.68518,1.16197,0.17639,14.2102,0.687914355,4.34501,69.294,61.2039,0.386421928,0.550670957
TM,Toyota Motor Corp,DR,124.4,$193.6B,Consumer Discretionary,Automobiles,0.33299,2.19392,11.86285,0.19575,9.31628,0.68953931,2.63333,1556.763,1.3089,0.712487851,0.834575671
ESGR,Enstar Group Ltd,CS,154.11,$3B,Financials,Insurance,0.03219,4.79326,12.68831,0.20826,12.0552,0.690257668,,19.255,71.6354,1.246019231,0.499226555
BPT,BP Prudhoe Bay Royalty Trust,UT,34.2001,$709M,Energy,"Oil, Gas & Consumable Fuels",0.19154,-59.06845,-13.14897,0.30885,8.11137,0.690573078,17.69595,21.4,6.8342,0.618465472,1.126800964
FNF,Fidelity National Financial Inc FNF Group,CS,35.86,$10B,Financials,Insurance,1.32657,11.87656,29.4326,0.18115,14.0449,0.691552725,2.34048,277.517,83.1964,0.627745191,0.470700519
IRM,Iron Mountain Inc,CSRT,27.74,$5.9B,Financials,Real Estate Investment Trusts (REITs),1.64089,-25.33262,21.80246,0.26709,21.10698,0.694050695,6.91376,211.153,96.5599,0.899392636,0.700115796
HRL,Hormel Foods Corp,CS,74.92,$19.8B,Consumer Staples,Food Products,0.98711,41.315,27.28307,0.17087,23.90376,0.694298176,1.33316,264.517,32.6531,0.495283686,0.646018223
FFKT,Farmers Capital Bank Corp,CS,27.01,$203.1M,Financials,Banks,0.01713,17.83384,40.94706,0.39937,15.52436,0.694784455,,7.498,44.2126,1.101125922,0.302596566
DYSL,Dynasil Corp Of America,CS,1.65,$27.6M,Information Technology,Electronic Equipment Instruments & Components,0.03613,15.17241,-20.32123,0.52447,15.18182,0.6960369,,16.537,12.3579,0.995007307,0.234252818
CTAS,Cintas Corp,CS,91.6,$9.9B,Industrials,Commercial Services & Supplies,0.64703,25.98932,29.7292,0.14258,21.08387,0.696796906,1.14118,107.96,66.2866,0.90410942,0.77144315
ROL,Rollins Inc.,CS,27.13,$6B,Industrials,Commercial Services & Supplies,0.32536,26.15371,19.50697,0.17711,35.29335,0.697469875,1.17517,218.59,34.2862,0.547002062,0.616511525
AET,Aetna Inc.,CS,102.75,$36.3B,Health Care,Health Care Providers & Services,3.19068,19.28015,29.7447,0.20846,12.8612,0.698755098,0.96098,348.7,90.2565,1.121723824,0.647417084
ALE,ALLETE Inc.,CS,50.92,$2.5B,Utilities,Electric Utilities,0.22944,-0.19512,11.9634,0.18002,15.03106,0.702003847,3.94917,48.966,72.6057,0.681071072,0.402696528
BOFI,BofI Holding Inc,CS,20.04,$1.3B,Financials,Thrifts & Mortgage Finance,2.11274,2.34424,43.19527,0.34189,9.7274,0.702169222,,62.981,79.5853,0.844911558,0.598127495
LION,Fidelity Southern Corp,CS,22.62,$526.6M,--,--,0.1496,46.15877,36.38567,0.29133,13.38061,0.702842021,1.75208,23.067,64.4909,1.132000468,0.484375375
JACK,Jack in the Box Inc.,CS,74.13,$2.7B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.6468,1.17615,30.62545,0.23556,18.66601,0.703095718,1.60342,35.793,97.0032,0.789143839,0.52680777
BF/B,Brown-Forman Corp,CL,102.58,$13B,Consumer Staples,Beverages,0.77049,11.98612,23.39551,0.16971,27.8968,0.703176759,1.18299,121.963,46.2905,0.728304893,0.831143787
AKR,Acadia Realty Trust,CSRT,33.51,$2.3B,Financials,Real Estate Investment Trusts (REITs),0.2526,6.71034,16.95699,0.19035,47.23849,0.704154972,2.83437,69.022,98.6368,1.109522504,0.464617875
JKHY,Henry (Jack) & Associates Inc.,CS,79.38,$6.3B,Information Technology,IT Services,0.36689,27.68233,24.9626,0.13943,25.56855,0.705464924,1.26936,79.929,88.9911,0.723402888,0.812865184
PGR,Progressive Corp (The),CS,30.83,$18.2B,Financials,Insurance,3.53168,14.24376,13.60033,0.16749,15.68548,0.705525164,2.20501,584.544,79.9944,0.813053181,0.763592197
WES,Western Gas Partners Lp,UT,48.03,$6.3B,Energy,"Oil, Gas & Consumable Fuels",0.36506,-34.07889,15.12812,0.20799,26.92097,0.705643671,6.37467,128.575,54.6606,,0.738895327
AHL,Aspen Insurance Holdings Ltd,CS,50.55,$3.1B,Financials,Insurance,0.31233,15.34091,13.91774,0.16433,11.31802,0.706252728,1.65517,60.784,94.0316,0.696222222,0.524843808
IBM,International Business Machines Corp,CS,139.38,$134.3B,Information Technology,IT Services,4.48903,-14.50448,1.37215,0.15842,9.13423,0.707170298,3.7556,970.11,58.4238,0.709947803,1.004291514
PMC,PharMerica Corp,CS,34,$1B,Health Care,Health Care Providers & Services,0.20846,52.43902,25.06611,0.41092,16.87031,0.70728326,,30.455,92.9506,,0.734485917
CAM,Cameron International Corp,CS,68.3,$13B,Energy,Energy Equipment & Services,3.64623,19.74657,7.46096,0.32007,26.66144,0.70735327,,190.922,81.3727,1.297515304,1.480633375
EAT,Brinker International Inc.,CS,45.63,$2.7B,Consumer Discretionary,"Hotels, Restaurants & Leisure",1.30793,-17.00864,20.87905,0.21883,11.67933,0.707962259,2.77597,59.555,94.6814,1.354248958,0.469943857
AMNB,American National Bankshares Inc,CS,26,$224.6M,Financials,Banks,0.01366,7.48243,7.54217,0.19673,14.0613,0.708508394,3.53846,8.637,30.1954,0.542907911,0.661991282
PDLI,PDL BioPharma Inc,CS,3.785,$649.4M,Health Care,Biotechnology,3.32001,-51.2285,0.34115,0.2883,5.69584,0.708522033,15.11335,163.575,84.2062,0.612487657,0.98147913
METR,Metro Bancorp Inc,CS,34,$479.4M,Financials,Banks,0.09507,34.05941,27.21765,0.25492,17.51813,0.710516964,0.82718,14.162,70.7566,0.802089399,0.306616054
VR,Validus Holdings Ltd,CS,47.2,$3.9B,Financials,Insurance,0.56638,13.52785,14.56276,0.15598,10.22019,0.711235598,2.71878,81.924,94.4906,,0.471521521
OLED,Universal Display Corp,CS,52.56,$2.5B,Information Technology,Electronic Equipment Instruments & Components,0.59141,89.25116,16.19311,0.63273,34.61026,0.712837491,,46.712,63.189,1.285998415,1.021462439
CZNC,Citizens & Northern Corp,CS,20.58,$250M,Financials,Banks,0.01608,5.04094,11.26501,0.18146,14.7482,0.714478063,5.06699,12.179,27.5462,0.540887516,0.69624097
BMRC,Bank of Marin Bancorp,CS,54.94,$337.9M,Financials,Banks,0.01335,7.48168,12.20899,0.18182,17.56074,0.714636584,1.72228,6.062,40.0286,0.839442945,0.466144006
ARI,Apollo Commercial Real Estate Finance Inc,CSRT,17.54,$1.2B,Financials,Real Estate Investment Trusts (REITs),0.40111,5.52553,11.83023,0.13754,8.74811,0.715138428,10.01707,67.145,59.3952,,0.689822881
TECH,Bio-Techne Corp,CS,91.17,$3.4B,Health Care,Life Sciences Tools & Services,0.23993,1.17968,10.48703,0.17713,24.66541,0.715297262,1.38184,37.191,96.5322,0.689374461,0.511236929
BKH,Black Hills Corp,CS,42.91,$1.9B,Utilities,Multi-Utilities,0.42496,-21.61716,10.71732,0.1902,14.12289,0.716048586,3.78947,44.851,75.9514,0.981905496,0.560691978
SBSI,Southside Bancshares Inc,CS,28.2,$718.8M,Financials,Banks,0.08824,-8.99112,22.23615,0.20496,13.97632,0.716449305,3.24744,25.373,46.1167,0.653607894,0.586100072
HR,Healthcare Realty Trust Inc,CSRT,27.2,$2.7B,Financials,Real Estate Investment Trusts (REITs),0.84652,2.9222,11.06876,0.21642,51.43403,0.716474061,4.42478,100.64,99.4081,0.941650283,0.245446668
HFWA,Heritage Financial Corp,CS,19.58,$589.5M,Financials,Banks,0.09293,14.51879,10.76935,0.18227,15.91057,0.717591802,2.23691,29.967,69.5224,0.503723144,0.414305003
KVHI,KVH Industries Inc,CS,9.91,$147.9M,Information Technology,Communications Equipment,0.03607,-26.91083,-7.46437,0.30621,10.18579,0.717691536,,16.115,69.8991,1.133457203,0.859874026
ESCA,Escalade Inc,CS,12.05,$169.3M,Consumer Discretionary,Leisure Products,0.01842,-10.66368,22.37093,0.32199,11.10185,0.719383272,3.67279,14.13,23.25,1.565967408,0.514016414
HPY,Heartland Payment Systems Inc,CS,79.335,$2.9B,Information Technology,IT Services,0.29913,45.78534,38.34418,0.2739,23.4414,0.720070451,0.50169,36.756,93.8144,1.309899698,1.172986932
TREE,LendingTree Inc,CS,101.78,$1.2B,Financials,Thrifts & Mortgage Finance,0.36296,129.89691,70.40285,0.46835,34.25042,0.720432676,,11.542,53.656,,0.822379807
ARG,Airgas Inc.,CS,138.22,$10B,Materials,Chemicals,0.98377,17.84285,19.79982,0.25393,26.16477,0.721982766,1.73373,72.058,80.0419,1.039390418,0.908921037
XRS,TAL Education Group,DR,43.99,$3.5B,Consumer Discretionary,Diversified Consumer Services,0.47044,37.70283,22.07982,0.37893,27.15273,0.722948301,,79.914,45.319,,0.392468839
AEO,American Eagle Outfitters Inc.,CS,15.56,$3.2B,Consumer Discretionary,Specialty Retail,5.36894,17.81609,4.42423,0.31662,14.27328,0.723417823,3.04878,195.429,94.8075,1.038649906,0.300404264
MAIN,Main Street Capital Corp,CS,31.89,$1.6B,Financials,Capital Markets,0.29869,-1.91527,22.1258,0.19257,13.36317,0.723656833,6.8615,50.131,28.1792,,0.950935816
WDFC,WD-40 Co,CS,98.77,$1.4B,Consumer Staples,Household Products,0.06937,31.39353,23.31204,0.20577,27.69188,0.724361002,1.50943,14.374,72.2131,0.703936848,0.543460629
LB,L Brands Inc,CS,95.44,$28.1B,Consumer Discretionary,Specialty Retail,1.9105,23.24474,33.17724,0.24819,23.18465,0.725187253,2.06868,290.379,74.698,1.403177773,0.317908684
SNPS,Synopsys Inc,CS,50.08,$7.9B,Information Technology,Software,0.7852,16.86928,14.46003,0.14654,16.74176,0.726536763,,155.947,88.8711,0.709892606,0.989438563
BMR,BioMed Realty Trust Inc,CSRT,23.47,$4.8B,Financials,Real Estate Investment Trusts (REITs),3.92865,10.68562,10.87046,0.21028,104.08889,0.726598311,4.43497,203.528,98.6292,1.398982909,0.612435755
ALXN,Alexion Pharmaceuticals Inc,CS,178.45,$41.1B,Health Care,Biotechnology,1.6414,-6.29622,36.291,0.28734,32.72401,0.727038697,,225.324,98.5322,0.641103,1.142320809
CLH,Clean Harbors Inc,CS,43.3,$2.5B,Industrials,Commercial Services & Supplies,0.51115,-13.17063,2.8703,0.28239,27.66859,0.727164066,,57.588,97.7184,0.322573997,0.648237825
BNCN,BNC Bancorp,CS,25.5,$1B,Financials,Banks,0.10677,46.81948,26.1197,0.22942,15.69939,0.727194863,0.78064,40.409,44.4795,0.625863948,0.461583412
CIVB,Civista Bancshares,CS,10.77,$83.3M,--,--,0.0044,3.28794,23.56478,0.26824,9.1812,0.728158947,1.88359,7.844,8.8879,0.398981965,-0.036259506
NHI,National Health Investors Inc.,CSRT,60.39,$2.3B,Financials,Real Estate Investment Trusts (REITs),0.25783,-8.76033,11.50961,0.20404,16.86883,0.72898164,5.59947,37.566,64.2847,0.70201667,0.362505494
AMRB,American River Bankshares,CS,10.33,$75.9M,Financials,Banks,0.0113,10.51956,13.20676,0.23307,13.3462,0.729719158,,7.344,44.2319,0.620717699,0.249315549
BPL,Buckeye Partners LP,UT,67.7,$8.7B,Energy,"Oil, Gas & Consumable Fuels",0.51975,-16.524,6.96567,0.2083,15.65501,0.731853092,6.98469,128.836,67.8129,0.403725543,1.074530714
BRCM,Broadcom Corp,CS,54.63,$33.3B,Information Technology,Semiconductors & Semiconductor Equipment,5.41832,26.64039,5.22509,0.26648,18.18763,0.732295498,1.02527,609,84.2302,1.204716188,0.866401854
CBNJ,Cape Bancorp Inc,CS,13.13,$177.6M,Financials,Thrifts & Mortgage Finance,0.03854,39.8079,11.35558,0.19584,17.33333,0.732983921,3.05344,13.556,38.4953,,0.252348476
CTL,CenturyLink Inc,CS,26.93,$14.9B,Telecommunication Services,Diversified Telecommunication Services,5.17211,-33.62767,-2.20856,0.20945,11.3409,0.733314064,7.98226,549.004,71.2632,0.721750978,1.374462639
NSH,NuStar GP Holdings LLC,UT,24.84,$1B,Energy,"Oil, Gas & Consumable Fuels",0.19711,-34.36741,-1.15967,0.27318,15.70691,0.733577268,8.96013,42.914,61.9285,,0.639445571
TICC,TICC Capital Corp,CS,6.99,$415.7M,Financials,Capital Markets,0.31325,-20.25316,2.53845,0.19196,9.80198,0.734774802,16.73882,59.988,26.0653,1.008656535,-0.03880328
G,Genpact Ltd,CS,25.2,$5.4B,Information Technology,IT Services,0.6548,40.44444,14.92753,0.20547,18.125,0.735881311,,212.69,88.6849,,0.867253747
NEWT,Newtek Business Services Corp,CS,14.02,$174.1M,Financials,Capital Markets,0.11218,14.4377,19.40769,,8.26819,0.735989676,14.53488,12.653,19.0061,0.272583596,0.674010981
OXM,Oxford Industries Inc.,CS,67.88,$1.1B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",0.15344,4.59191,24.5245,0.38152,17.17846,0.736704081,1.45858,16.584,84.4024,1.956094623,0.178924552
RTN,Raytheon Co.,CS,124.05,$38.2B,Industrials,Aerospace & Defense,1.77358,18.86191,26.03514,0.18174,17.91832,0.737046331,2.11373,301.098,79.4001,0.706577095,1.034737841
WWE,World Wrestling Entertainment Inc.,CS,17,$1.3B,Consumer Discretionary,Media,0.61526,48.80137,9.61172,0.48146,33.4638,0.737626974,2.7618,75.904,95.883,0.69053897,1.145089173
FDS,FactSet Research Systems Inc.,CS,169.53,$7.1B,Financials,Diversified Financial Services,0.279,24.54261,14.97644,0.18407,24.29186,0.737886491,1.03008,41.449,93.8921,1.115735371,0.91743723
CNSL,Consolidated Communications Holdings Inc,CS,21.79,$1.1B,Telecommunication Services,Diversified Telecommunication Services,0.19498,-19.41499,11.78016,0.2124,33.44461,0.738891105,7.03049,50.509,58.1849,0.979818765,1.082451927
BOBE,Bob Evans Farms Inc.,CS,39.83,$903.3M,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.21994,-25.33284,7.56007,0.24534,18.44354,0.739312351,3.368,22.369,78.0666,0.861725486,0.49826042
EPD,Enterprise Products Partners LP,UT,25.39,$51.4B,Energy,"Oil, Gas & Consumable Fuels",4.72402,-34.82461,8.73636,0.16887,17.51366,0.73956052,6.00624,2005.754,33.8678,0.598334666,1.050421556
DORM,Dorman Products Inc,CS,47.72,$1.7B,Consumer Discretionary,Auto Components,0.26405,3.54625,22.05135,0.27915,17.00815,0.73982781,,35.498,90.5181,1.159094944,0.677607599
RRM,RR Media Ltd,CS,9.28,$156.2M,Consumer Discretionary,Media,0.01153,15.72314,10.43995,0.33314,18.14141,0.74036519,3.11804,17.392,18.6259,,-0.183872672
STNR,Steiner Leisure Ltd,CS,62.88,$801.7M,Consumer Discretionary,Diversified Consumer Services,0.12322,44.73806,9.33708,0.25117,15.99227,0.74136267,,12.839,85.5844,1.12597582,0.025093312
OLP,One Liberty Properties Inc.,CSRT,22.23,$381M,Financials,Real Estate Investment Trusts (REITs),0.03096,-0.95528,15.74103,0.19521,24.01053,0.741687873,6.83911,16.704,35.9013,1.753529578,0.544538588
WPC,W. P. Carey Inc,CSRT,61.87,$6.5B,Financials,Real Estate Investment Trusts (REITs),0.34771,-8.21655,22.65266,0.19171,34.98864,0.741690204,6.13951,104.404,45.1312,0.87941718,0.588275983
RVSB,Riverview Bancorp Inc,CS,4.5,$104.1M,Financials,Thrifts & Mortgage Finance,0.02057,10.16667,14.71446,0.32339,13.55882,0.741815176,1.29674,22.508,52.2512,0.573205484,-0.052026779
LKFN,Lakeland Financial Corp,CS,47.99,$804.7M,Financials,Banks,0.05307,20.14406,21.24743,0.19852,16.65857,0.741904786,2.02605,16.636,68.3589,0.489226951,0.517928768
TDG,TransDigm Group Inc,CS,234.62,$12.7B,Industrials,Aerospace & Defense,0.43625,22.38675,36.78321,0.1915,19.90567,0.741974013,,53.687,99.9311,,0.77953017
STS,Supreme Industries Inc.,CS,8.035,$131.9M,Industrials,Machinery,0.02657,9.27978,-1.46273,0.38332,9.39286,0.742309773,1.52091,16.718,54.8582,1.177631323,0.648982502
HCCI,Heritage-Crystal Clean Inc,CS,10.86,$243.3M,Industrials,Commercial Services & Supplies,0.04913,-38.59155,1.73849,0.39245,15.83704,0.743791753,,22.317,46.6273,,1.841174386
CKH,SEACOR Holdings Inc,CS,56.74,$930.2M,Energy,Energy Equipment & Services,0.16139,-27.29246,3.82248,0.21826,23.96889,0.744514047,,17.354,93.6673,0.780169848,0.43742582
SHW,Sherwin-Williams Co (The),CS,276.07,$25.8B,Materials,Chemicals,0.92578,15.05819,31.55391,0.1893,21.68664,0.74585475,0.9681,93.101,73.9064,0.704820147,0.790329328
STWD,Starwood Property Trust Inc,CSRT,20.31,$4.8B,Financials,Real Estate Investment Trusts (REITs),2.21924,-14.63312,12.34739,0.16653,9.09132,0.746054458,9.43026,237.673,82.0489,,0.394770293
AMZN,Amazon.com Inc,CS,664.8,$315.6B,Consumer Discretionary,Internet & Catalog Retail,4.35351,98.8129,30.26523,0.27536,118.65703,0.747120695,,468.762,67.113,1.065256937,0.955866322
UL,Unilever PLC,DR,42.86,$55.9B,Consumer Staples,Personal Products,1.13475,4.76076,12.46009,0.16008,19.74243,0.747329862,3.0319,1283.459,3.6168,0.767942701,0.665167251
CORR,CorEnergy Infrastructure Trust Inc,CSRT,5.03,$303.5M,Financials,Real Estate Investment Trusts (REITs),0.45395,-26.76259,-1.20229,0.25006,12.77354,0.748913504,11.78782,59.63,56.4756,,1.152924708
LDR,Landauer Inc.,CS,40.71,$392.7M,Health Care,Health Care Providers & Services,0.05779,21.66172,-5.45066,0.28495,19.70098,0.749412914,2.68293,9.579,88.4592,0.822333252,0.748817844
UGI,UGI Corp,CS,34.67,$6B,Utilities,Gas Utilities,0.7941,-7.82078,14.88889,0.17572,15.16354,0.749638294,2.6172,172.778,77.2235,0.44905327,0.819228904
SLGN,Silgan Holdings Inc,CS,54.33,$3.2B,Materials,Containers & Packaging,0.20038,7.14143,10.53553,0.16647,17.48364,0.749719261,1.19158,60.393,67.8169,0.541384555,0.836970456
WRB,Berkley (W R) Corp,CS,55.66,$6.9B,Financials,Insurance,0.49786,8.75081,17.74377,0.1553,15.85421,0.75046763,0.86207,123.286,70.0875,0.479873195,0.454863053
SYX,Systemax Inc.,CS,9.63,$367.5M,Consumer Discretionary,Specialty Retail,0.02646,-24.69789,-4.91211,0.41273,21.17021,0.750477902,,36.859,25.725,1.302339872,0.845633849
