Symbol,Sector,Perf_5Year,SD_5Year,Beta_5Year,Beta_10Year
PRGS,Information Technology,-1.41314,0.26071,1.798884026,1.320016892
FR,Financials,26.33356,0.26792,1.802673975,2.216030336
MNTA,Health Care,3.24235,0.412,1.803179721,1.467737557
GTLS,Industrials,-5.34258,0.50008,1.803735572,
BEL,Consumer Discretionary,-2.58014,0.34109,1.804370412,4.514406027
NRF,Financials,18.9251,0.33822,1.804512503,1.879763487
AMWD,Industrials,32.8632,0.43921,1.804615135,1.158767664
PGNX,Health Care,6.83314,0.77409,1.804902389,1.529757593
WG,Energy,-16.68487,0.8322,1.807411206,2.124468273
TKR,Industrials,-0.43309,0.33014,1.808918213,1.931742939
HIMX,Information Technology,34.39492,0.73098,1.808963799,
CE,Materials,15.5162,0.32984,1.812730301,2.164854187
LVS,Consumer Discretionary,0.95401,0.35185,1.812791102,3.313435525
CAMT,Information Technology,-0.64314,0.71407,1.813364402,1.71642713
OPY,Financials,-3.21376,0.34792,1.8136925,1.68147202
FMBI,Financials,16.05047,0.27923,1.813865091,1.393140963
UEC,Energy,-30.4485,0.83491,1.816298384,
AMCC,Information Technology,-4.80013,0.46809,1.816524318,1.563837053
SIVB,Financials,23.60873,0.29678,1.820391186,1.43514793
ATSG,Industrials,4.8544,0.38394,1.820990609,3.249910705
NMR,Financials,3.32437,0.40654,1.821338776,1.49326096
CRS,Materials,1.21946,0.32979,1.822549986,1.834382793
KAI,Industrials,17.04878,0.3428,1.822995816,1.573145734
AGCO,Industrials,2.20484,0.28898,1.823672442,1.766127045
CBL,Financials,0.5315,0.28282,1.823785125,2.852775845
ALR,Health Care,5.85174,0.35949,1.823793158,1.486171045
PUK,Financials,24.35478,0.25774,1.826869015,1.786471448
UTI,Consumer Discretionary,-20.96395,0.43916,1.827302361,1.134870029
SOHU,Information Technology,-6.87453,0.49455,1.82778022,1.380148243
CAI,Industrials,-11.06042,0.41483,1.830346132,
AIN,Industrials,14.86295,0.31689,1.832354209,1.774333857
GSIG,Information Technology,10.87858,0.33753,1.834131562,1.312944132
JLL,Financials,16.33489,0.29928,1.837048881,1.772767228
SSYS,Information Technology,-6.4135,0.56687,1.837302016,1.331009919
FNGN,Financials,16.73824,0.3861,1.838677042,
BDRBF,--,-25.86148,0.42665,1.838809708,1.785205901
ATML,Information Technology,-3.90383,0.39398,1.839238233,1.166393442
ZEUS,Materials,-12.31805,0.52706,1.840195297,1.633087416
SWIR,Information Technology,9.40907,0.56303,1.840655823,1.916260622
NTCT,Information Technology,8.49937,0.35348,1.840944849,1.073769978
ZUMZ,Consumer Discretionary,-11.15044,0.43985,1.842890877,1.850519668
BIDU,Information Technology,13.87057,0.41368,1.845285473,1.737050622
STLD,Materials,4.89986,0.32908,1.846054331,1.796978719
BDC,Information Technology,13.88436,0.37177,1.851100312,1.928210038
KWR,Materials,19.18583,0.31738,1.853837302,2.336410655
VRTU,Information Technology,29.574,0.34384,1.859101662,
BLT,Industrials,-18.7841,0.3463,1.859994401,1.191932766
HOT,Consumer Discretionary,-2.3874,0.27618,1.864024973,1.942622284
MBI,Financials,-8.8497,0.48034,1.864734488,2.314752842
LEE,Consumer Discretionary,-2.6634,0.73464,1.864795515,2.519754002
ALJ,Energy,28.63247,0.51421,1.865379721,1.13056801
HAR,Consumer Discretionary,19.66865,0.41704,1.865629555,1.946714452
OMN,Materials,-3.27795,0.46831,1.866761283,2.090638611
ACM,Industrials,3.93095,0.31787,1.868630246,
PZE,Energy,-8.70676,0.44158,1.870823914,1.30241965
RCL,Consumer Discretionary,19.40846,0.32933,1.872561053,2.59454967
NSIT,Information Technology,15.45362,0.36409,1.876089789,2.37371109
MFC,Financials,6.15861,0.27903,1.877183648,1.961864267
JNPR,Information Technology,-1.90872,0.3799,1.878114313,1.562093807
NOV,Energy,-6.32026,0.32706,1.878135601,1.520606674
HCI,Financials,42.0746,0.45607,1.88060712,
OC,Industrials,12.9457,0.34146,1.880631457,
GEN,Health Care,-5.00338,0.62543,1.883066697,
ETFC,Financials,15.33817,0.33854,1.887722709,2.075096064
IPG,Consumer Discretionary,19.49753,0.30885,1.889331988,1.714826016
NL,Industrials,-18.96285,0.38757,1.889398674,1.053828624
TTNP,Health Care,-6.69314,0.74181,1.889796027,7.796572047
ALB,Materials,1.17564,0.33561,1.892868215,1.589776704
TGNA,Consumer Discretionary,25.00918,0.32665,1.893022854,2.288639289
TIF,Consumer Discretionary,7.39543,0.31073,1.895289558,1.783191508
AMAT,Information Technology,10.88571,0.29381,1.897784869,1.269965126
GSM,Materials,-8.0012,0.35462,1.897926718,
R,Industrials,1.25002,0.31525,1.898365797,1.546156762
FCE/A,Financials,7.78534,0.2891,1.901464502,2.501562245
HIG,Financials,17.04179,0.28344,1.901667621,2.679814003
FSLR,Information Technology,-14.4398,0.6667,1.905812139,
LCI,Health Care,46.55341,0.54566,1.905866481,1.025146785
FNSR,Information Technology,-8.9681,0.53,1.906952588,2.522938356
TEN,Consumer Discretionary,7.61553,0.34146,1.90722941,2.845228176
GASS,Energy,-5.44533,0.43784,1.907550758,1.332316593
TPX,Consumer Discretionary,17.10502,0.49394,1.910898356,1.876224217
EDAP,Health Care,4.64656,0.84066,1.912445346,1.395604269
CRZO,Energy,7.24696,0.43236,1.912897193,1.887012202
SNCR,Information Technology,8.30699,0.41943,1.915049761,
XEC,Energy,8.27501,0.37018,1.916353249,1.485635198
MAS,Industrials,28.3074,0.32506,1.919037385,2.0236053
ACUR,Health Care,-28.43328,0.6452,1.919532548,0.830174015
HOLI,Information Technology,7.88578,0.438,1.920342262,1.72010021
ROCK,Industrials,19.73631,0.44936,1.923279475,1.92729355
VLKAY,Consumer Discretionary,2.26568,0.35222,1.923370399,0.578025158
ROSYY,Telecommunication Services,-19.32769,0.43582,1.925834819,0.743014634
IDTI,Information Technology,33.40771,0.38451,1.926336134,1.647228677
LYB,Materials,34.38448,0.35164,1.929000398,
ETH,Consumer Discretionary,13.63752,0.41398,1.932276284,1.811503596
DB,Financials,-9.56736,0.35859,1.93352423,2.092055752
BCS,Financials,0.2236,0.34129,1.93524156,2.35115363
MTRN,Materials,-3.61776,0.3816,1.936132848,1.995190954
AIMC,Industrials,11.82947,0.35016,1.939866894,
KELYA,Industrials,-0.05802,0.36702,1.939892604,1.519385314
AMKR,Information Technology,-1.38222,0.52441,1.940877634,2.318748289
SEMG,Energy,6.48395,0.34431,1.941620684,
CBS,Consumer Discretionary,26.78526,0.29184,1.942670597,2.065261055
CBPO,Health Care,62.026,0.49085,1.943990837,
AVID,Information Technology,-15.25884,0.5538,1.947478171,1.339603364
THRM,Consumer Discretionary,35.31536,0.36409,1.947844935,1.895326241
TG,Materials,-2.10423,0.40475,1.947903095,1.008873745
BAK,Materials,-5.9313,0.4727,1.951414853,1.541720597
BDE,Consumer Discretionary,-7.26496,0.42459,1.953801681,0.712696944
ACLS,Information Technology,0,0.53237,1.955501385,2.30640798
CBG,Financials,14.37186,0.32975,1.957872139,2.355704449
SCON,Information Technology,-58.53617,0.82855,1.959791733,2.229475932
HSC,Industrials,-12.49646,0.33881,1.964117441,1.678804648
FTNT,Information Technology,18.27792,0.3922,1.965473845,
IRBT,Consumer Discretionary,9.91861,0.41263,1.96779263,
NCS,Industrials,3.24312,0.39202,1.970089614,2.086360788
AXAHY,Financials,17.02642,0.34474,1.971038021,2.132931622
PJC,Financials,5.9606,0.33093,1.971872657,1.475636711
TSO,Energy,49.99308,0.40912,1.972381507,1.541482416
FSTR,Industrials,-18.35515,0.40163,1.972926736,1.334934545
OZM,Financials,-7.48834,0.3457,1.975686568,
QLIK,Information Technology,6.50008,0.39673,1.976697725,
AGO,Financials,10.66436,0.38633,1.979501962,2.287825273
WDR,Financials,7.34992,0.29388,1.979643283,1.769726695
HW,Materials,37.97297,0.49953,1.984445435,2.158403238
KFY,Industrials,16.19311,0.36213,1.986649896,1.41680182
PDFS,Information Technology,21.79873,0.41426,1.989432115,1.671762352
ASM,Materials,-11.49037,0.67507,1.989879692,
AEGN,Industrials,-1.27566,0.35807,1.992413297,1.461525139
MEOH,Materials,7.09787,0.3585,1.99328768,1.818771455
LOJN,Information Technology,-6.38817,0.57052,1.996824103,1.311739767
TAT,Energy,-45.52141,0.51526,2.00204996,
LAMR,Financials,11.56175,0.31346,2.004676144,2.501375594
AAV,Energy,-4.38643,0.46735,2.00634026,1.777271781
TRN,Industrials,19.57605,0.39434,2.008801492,2.369917918
BNPQY,Financials,1.90887,0.33948,2.008903657,1.772148925
AEL,Financials,20.58324,0.29779,2.011349788,1.713630165
NEWP,Information Technology,2.57111,0.37228,2.014777908,2.031873227
CONN,Consumer Discretionary,51.45971,0.74964,2.015534079,1.559483278
GIFI,Energy,-16.13733,0.38448,2.015545074,2.169486336
DAN,Consumer Discretionary,2.20293,0.33516,2.019176677,
DDD,Information Technology,-1.64012,0.61224,2.024645306,1.662159186
BC,Consumer Discretionary,28.51584,0.33195,2.026150312,2.721972442
VHC,Information Technology,-28.69449,0.72691,2.026735582,1.8178857
BYD,Consumer Discretionary,17.56749,0.47064,2.027929179,2.365343852
TRS,Industrials,4.52666,0.4199,2.028069535,
EBIX,Information Technology,13.60021,0.53436,2.028821279,1.42372716
CBR,Information Technology,0.29326,0.49648,2.030108,1.873506226
MPAA,Consumer Discretionary,25.17178,0.55962,2.030804943,1.250615379
WNR,Energy,43.84326,0.45933,2.035695981,
MAN,Industrials,11.70069,0.31512,2.041161596,1.736450234
BOOM,Industrials,-13.00553,0.43214,2.042151333,1.80238531
PHM,Consumer Discretionary,26.72476,0.38765,2.042281176,1.335423939
VSH,Information Technology,-3.24806,0.38229,2.042455669,2.085737996
AEG,Financials,7.69392,0.32151,2.043280812,2.120833265
THC,Health Care,15.45348,0.46321,2.045550682,2.06348475
C,Financials,5.62988,0.30158,2.046466434,2.414264121
BGC,Industrials,-12.30045,0.43012,2.048803381,1.899697533
SFUN,Information Technology,18.12242,0.55873,2.050299042,
FCS,Information Technology,6.94134,0.38605,2.054918779,2.334940004
ALGN,Health Care,30.9481,0.36629,2.056303939,2.086139798
RF,Financials,15.01408,0.322,2.056756982,1.451682557
OSK,Industrials,8.84973,0.38632,2.059037937,2.402906147
IVZ,Financials,8.79915,0.26233,2.059135566,1.816122148
SVU,Consumer Staples,-2.65107,0.58551,2.060860089,1.416443133
LAD,Consumer Discretionary,57.77672,0.38077,2.061208033,1.87078399
PTC,Information Technology,10.92549,0.34599,2.062701863,1.630778863
TBUFF,Health Care,19.3008,0.79181,2.065226474,
SANM,Information Technology,16.30383,0.44297,2.066092569,2.757710243
MOH,Health Care,29.32483,0.40453,2.07092394,1.229699801
RLD,Information Technology,-16.52815,0.54192,2.070970715,
ZAGG,Consumer Discretionary,7.01725,0.56998,2.073338509,
MINI,Industrials,15.23936,0.35924,2.074333729,1.495473552
ENTG,Information Technology,15.9127,0.33201,2.075118123,3.181409214
MET,Financials,8.75316,0.28487,2.076031991,1.867703918
RDCM,Information Technology,3.66577,0.6647,2.079172108,0.658299095
INSY,Health Care,42.54223,0.92489,2.080988162,2.60441413
CHMT,Materials,16.39347,0.41963,2.081094206,3.243568784
FOSL,Consumer Discretionary,-10.42764,0.42572,2.088508753,1.714118204
FLWS,Consumer Discretionary,31.32116,0.49572,2.091453461,2.226817855
FOE,Materials,-3.74554,0.54477,2.095836884,2.985534301
NVMI,Information Technology,8.7038,0.36896,2.095881611,1.718362801
GT,Consumer Discretionary,28.77356,0.38136,2.096493395,2.485692273
BANR,Financials,37.06206,0.35747,2.097065606,1.959867968
FFIV,Information Technology,-5.27274,0.40134,2.097914765,1.505523929
GIG,Information Technology,1.3338,0.67528,2.100646146,
SONS,Information Technology,-12.35529,0.52688,2.101458436,1.872234919
HTZ,Industrials,5.57452,0.3791,2.103691984,
MELI,Information Technology,14.20159,0.44139,2.104035259,
CNX,Energy,-28.73484,0.42851,2.104189186,1.52901136
WLK,Materials,27.93356,0.41678,2.109280685,1.740022294
KKR,Financials,13.3535,0.29446,2.111900146,
MXCYY,Industrials,-6.27737,0.3659,2.117537407,2.096741195
PBR/A,Energy,-30.53178,0.48926,2.118523566,1.591929086
AXAS,Energy,-20.35925,0.60918,2.118829004,1.549973251
ACCO,Industrials,1.51955,0.45274,2.120792417,3.276073473
FARO,Information Technology,1.99338,0.43916,2.122451476,1.639955129
BPOP,Financials,0.89969,0.35831,2.127310462,1.795096689
PBR,Energy,-29.75731,0.53288,2.128305582,1.531284568
GHL,Financials,-15.64652,0.35968,2.129537513,1.166185113
OI,Materials,-6.60765,0.32651,2.132136503,2.034780953
PEI,Financials,14.92497,0.33246,2.134360291,2.527167158
DK,Energy,34.40253,0.46487,2.136475871,
RSTI,Information Technology,-0.33084,0.40723,2.138773809,1.66924001
SBS,Utilities,-7.1764,0.37045,2.139143907,1.540794555
JOY,Industrials,-26.75444,0.41705,2.141776415,2.083546845
ING,Financials,8.45854,0.368,2.142822388,2.560200012
EJ,Financials,-11.55279,0.62176,2.144262126,
SPXC,Industrials,-20.66758,0.29917,2.145702963,1.56140058
KATE,Consumer Discretionary,23.33243,0.50253,2.146035111,2.23788299
MU,Information Technology,15.25762,0.4448,2.147514719,1.363016095
PNFP,Financials,40.63956,0.33207,2.14902054,0.997905745
HBM,Materials,-23.43983,0.47645,2.154698506,1.660741065
VLO,Energy,35.7005,0.37495,2.158495927,1.446110803
CAAS,Consumer Discretionary,-16.30181,0.56478,2.159654009,2.280430944
TCK,Materials,-37.15409,0.47472,2.165466661,3.028054911
ICA,Industrials,-33.87247,0.46723,2.168769719,1.725128612
MTRX,Energy,19.01078,0.4339,2.176350815,1.712827574
ACAT,Consumer Discretionary,8.6578,0.44494,2.177070813,2.077292714
WNC,Industrials,4.69536,0.44027,2.179580134,2.132409607
HF,Financials,35.78295,0.39493,2.182184041,
WCC,Industrials,-0.19706,0.33255,2.182292109,1.827988425
CBD,Consumer Staples,-19.51287,0.37122,2.18293445,1.182424844
EMKR,Information Technology,7.01974,0.67086,2.199372846,2.064328978
MEET,Information Technology,-19.70579,0.81387,2.200781361,1.446788166
LAZ,Financials,8.74429,0.29636,2.202800823,1.564642972
ALU,Information Technology,7.42,0.59802,2.205381149,2.345104423
ARC,Industrials,-6.97693,0.56712,2.205720645,2.174771302
TTGT,Information Technology,7.93109,0.46944,2.20914997,
MNTX,Industrials,11.90563,0.53114,2.209708963,1.916579134
STNG,Energy,-0.47514,0.38502,2.210253343,
SGI,Information Technology,-5.46315,0.65432,2.210364991,1.827314007
MPX,Consumer Discretionary,5.14476,0.46919,2.214025663,1.439918507
PZN,Financials,10.11542,0.43801,2.215009261,
TTM,Consumer Discretionary,-1.39662,0.47701,2.217183164,2.255110642
RAIL,Industrials,0.49929,0.50071,2.218426819,1.394116698
CMCO,Industrials,3.41765,0.38486,2.222070001,2.063728061
PVTB,Financials,29.59971,0.36105,2.222269289,1.514014565
LNC,Financials,19.88263,0.30841,2.240978497,2.436671322
SBGI,Consumer Discretionary,41.89241,0.51274,2.241092539,1.876715089
STAR,Financials,18.16663,0.3826,2.244257846,2.488127893
GNW,Financials,-15.66534,0.44511,2.249029571,2.871599251
RDN,Financials,15.17011,0.52971,2.249115714,2.758124175
KBH,Consumer Discretionary,6.41226,0.48127,2.256083701,1.847940024
CIEN,Information Technology,10.59681,0.44605,2.257065491,2.083090412
BID,Consumer Discretionary,-4.94272,0.36545,2.263147507,2.272726472
SNHY,Industrials,11.46157,0.39163,2.267523632,1.953249337
NXST,Consumer Discretionary,63.83601,0.54134,2.267832666,2.50497875
EDN,Utilities,6.35277,0.86255,2.271274724,
HOV,Consumer Discretionary,-13.74461,0.62393,2.272312063,2.810908348
XRM,Industrials,-2.60833,0.63041,2.273611237,1.657203292
QTM,Information Technology,-25.19661,0.53384,2.276748206,2.864146506
WGO,Consumer Discretionary,16.59578,0.41624,2.285047947,2.343635185
BXMT,Financials,32.88886,0.71121,2.285112679,2.058264173
VOXX,Consumer Discretionary,-3.29882,0.50813,2.286218605,2.054266987
URI,Industrials,30.2915,0.43757,2.291685079,2.311179886
SWC,Materials,-14.39322,0.43649,2.292320637,2.18124455
OCLR,Information Technology,-18.68191,0.69257,2.294992068,3.238315482
SNV,Financials,21.39533,0.35571,2.295898494,1.527862822
FCX,Materials,-27.2739,0.47233,2.307314318,1.922226384
ETM,Consumer Discretionary,5.85772,0.45139,2.31953074,2.4844673
KRA,Materials,-5.06372,0.4383,2.321740838,
ATI,Materials,-23.00052,0.40824,2.326734797,1.923884896
CBI,Industrials,8.47647,0.40336,2.329124513,2.303982315
CZZ,Energy,-19.61682,0.41262,2.335830379,
CBK,Consumer Discretionary,-22.3905,0.75433,2.337950004,2.016195793
TNK,Energy,-4.15649,0.50251,2.345987035,
USG,Industrials,13.00384,0.44687,2.359676239,2.550565126
WETF,Financials,43.33367,0.48922,2.3681939,1.70201318
TWIN,Industrials,-11.96653,0.45606,2.372723014,2.30964572
KND,Health Care,10.50118,0.47691,2.374819522,1.41815723
FDML,Consumer Discretionary,-15.7327,0.49656,2.375149083,
MS,Financials,7.61664,0.34549,2.375198478,1.668931334
FIG,Financials,8.41069,0.36035,2.377208345,
VIP,Telecommunication Services,-20.96417,0.46908,2.379723814,
EVC,Consumer Discretionary,31.81846,0.61119,2.38152384,2.829698723
PERI,Information Technology,-18.70459,0.49493,2.382972171,
TZOO,Information Technology,-26.21081,0.6114,2.383973217,1.748987213
HEES,Industrials,23.0142,0.54975,2.392388285,
TREX,Industrials,36.04426,0.47723,2.403021426,1.661530866
TSL,Information Technology,-16.7995,0.67789,2.41072331,
WBC,Industrials,16.01114,0.34848,2.416965905,
BLDR,Industrials,53.35455,0.64538,2.42773155,1.802056629
IPGP,Information Technology,26.61575,0.53647,2.432556677,
MCZ,Consumer Discretionary,-9.92007,0.84523,2.444830831,2.131161466
CMLS,Consumer Discretionary,-40.78092,0.5687,2.459846007,2.300363476
UCTT,Information Technology,-8.79607,0.47658,2.469646598,2.57635499
ULTR,Industrials,-42.21879,0.65025,2.472481518,
BKD,Health Care,3.69016,0.37558,2.479024769,
ASYS,Information Technology,-26.45466,0.63021,2.479219237,1.903407418
MT,Materials,-29.09268,0.40303,2.479644932,2.134056844
HQCL,Information Technology,-27.83067,0.94202,2.482189955,
MPEL,Consumer Discretionary,21.66247,0.50494,2.483582317,
HUN,Materials,-0.0713,0.42929,2.484098104,2.180587303
SRI,Consumer Discretionary,2.2919,0.50704,2.486862512,2.169532497
CAR,Industrials,24.19909,0.46873,2.488455554,4.296376694
VIAV,Information Technology,-5.68741,0.44884,2.509174276,2.359726598
GRH,Energy,-31.67194,1.16029,2.511065721,
XPO,Industrials,26.52531,0.62686,2.522352583,1.523539173
FBC,Financials,14.79563,0.5606,2.551274545,2.000122836
MWW,Information Technology,-22.93709,0.59559,2.566774296,2.269094201
KEM,Information Technology,-27.7083,0.54904,2.586249387,3.588733765
CVGI,Industrials,-24.74265,0.51711,2.586935431,3.054946358
ARII,Industrials,32.07825,0.57348,2.58814566,
FTK,Materials,23.25501,0.74654,2.597306342,2.14657818
KRO,Materials,-17.44107,0.46291,2.598230585,1.682700324
GFA,Consumer Discretionary,-36.40671,0.62535,2.603279066,
ASGN,Industrials,45.65796,0.4574,2.6075119,2.118557651
URG,Energy,-24.06245,0.7031,2.624329995,
TPC,Industrials,-0.61615,0.42803,2.650888087,1.83294956
PKOH,Industrials,17.21857,0.50654,2.653979601,2.07728822
GBX,Industrials,13.2672,0.51518,2.660908319,2.876963673
DQ,Information Technology,-23.24607,1.21242,2.66348053,
FCH,Financials,6.09029,0.40397,2.670479331,3.272743814
ANW,Energy,-0.08429,0.63944,2.678661835,
IL,Information Technology,-12.8161,0.55332,2.680339424,
NAV,Industrials,-22.97002,0.47135,2.684537777,1.580111167
MTSN,Information Technology,-0.13063,0.66293,2.688188857,2.760549146
NLS,Consumer Discretionary,66.48325,0.57251,2.694317977,2.807519969
VDSI,Information Technology,16.28049,0.65004,2.695128312,1.6896148
FRO,Energy,-34.94077,0.85218,2.713851291,1.625973242
PBA,Energy,7.48348,0.21692,2.736415506,
CX,Materials,-3.49518,0.42557,2.748697377,2.286234918
ODP,Consumer Discretionary,8.49544,0.58678,2.752238455,3.147178095
NXPI,Information Technology,47.09768,0.49486,2.757527142,
PTX,Health Care,-4.42775,0.7981,2.776188304,1.299353269
JASO,Information Technology,-25.72667,0.61007,2.791054618,
MTOR,Industrials,-10.56664,0.50361,2.800820151,3.222208367
ANIP,Health Care,-2.64853,0.76951,2.818917155,1.726297149
STX,Information Technology,24.71975,0.47477,2.821805687,2.246929616
MITL,Information Technology,3.97343,0.56065,2.833563198,
CTCM,Consumer Discretionary,-35.76486,0.48521,2.885418856,
AXLL,Materials,1.57643,0.63474,2.891796843,2.229918515
FBP,Financials,-0.3096,0.56865,2.897764908,1.726859047
MEG,Consumer Discretionary,28.78337,0.67539,2.908241078,2.702170337
NNBR,Industrials,11.29388,0.64339,2.931945242,2.723265227
GSL,Industrials,-4.8007,0.51521,2.945961897,
ACW,Industrials,-26.22907,0.53041,2.950850003,
CSIQ,Information Technology,9.15489,0.79725,2.955489819,
XPLR,Information Technology,-21.54579,1.2716,2.966968998,1.16045922
BXE,Energy,-17.4991,0.57747,2.968496493,
GTN,Consumer Discretionary,54.17367,0.62501,3.040639477,2.998218169
YRCW,Industrials,-55.00986,1.22625,3.040853586,2.980152655
PEIX,Energy,-43.96106,1.02887,3.071537684,1.98915641
ERN,Energy,-6.75737,0.83048,3.077395955,
SPWR,Information Technology,14.97556,0.63448,3.15229398,
MTG,Financials,2.30022,0.67751,3.22338969,3.127884854
BZH,Consumer Discretionary,-6.19721,0.53032,3.245495646,4.076961794
EVLV,Consumer Discretionary,-10.95666,0.76293,3.257363084,2.795729136
MTW,Industrials,8.58654,0.59692,3.437289243,2.861429614
FNMA,Financials,43.79159,1.17758,3.512206359,3.203785899
TA,Consumer Discretionary,25.73047,0.74497,3.522149379,
DGLY,Information Technology,-18.99174,1.90523,3.523965809,1.638543475
TEX,--,-4.26145,0.59065,3.757932256,2.826377353
ZHNE,Information Technology,-14.9882,1.26467,3.804286637,2.26081629
RVLT,Industrials,-16.21948,2.49895,4.057686373,1.765102534
JKS,Information Technology,-1.49092,0.89644,4.194368919,
GRBK,Consumer Discretionary,-20.38781,1.28228,4.444238514,
